,object_id,ra,decl,gal_l,gal_b,ddf,hostgal_specz,hostgal_photoz,hostgal_photoz_err,distmod,mwebv,target,maxsigma,fracmaxsigma,undersigma,fracunder,ls_frequency,ls_power,micro_t0,micro_te,micro_wings,micro_chi2,n_datapoints,stds,median,median_err,microbase,microamp
5208,71399090,275.390625,-54.340912,340.271447,-17.640632,0,0.1258,0.1197,0.5025,38.7348,0.09699999999999999,62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.]
5209,71421087,187.910156,-13.554784,295.581972,49.03423,0,0.3258,0.2958,0.0381,40.9205,0.042,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.]
5210,71449444,205.488281,-12.941632,321.536988,48.096889000000004,0,0.812,0.8166,0.0297,43.5573,0.064,88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.]
5211,71451908,214.277344,-9.896853,335.136542,47.546513,0,0.4744,0.2367,0.4423,40.3681,0.042,52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.]
5212,71459665,186.503906,-16.024099,294.05517799999996,46.409015999999994,0,0.0,0.0,0.0,,0.043,65,23.49135241116243,0.05042016806722689,-2.3284237385930915,0.0,14.190895361744664,0.3461395084311539,59990.133014814055,12.764349486936332,0.016481346993227904,447.33463148909397,119.0,[14.34478794 24.93876252 28.34845509 32.78917144 34.28175429 45.17487313],"[-296.0638585 -377.9646605 -391.889191  -359.1288295 -325.5815735
 -303.277283 ]",[11.8241275  5.0751345  6.849858  12.947436  23.2585735 46.614326 ],"[-296.05416317 -383.94421902 -394.92129529 -363.10028947 -315.59074641
 -306.89775041]","[ 13.68132665 653.88977234  65.3705528  139.38230509   0.
   0.        ]"
5213,71496808,113.203125,-25.447729000000002,240.12275099999997,-2.959827,0,0.0,0.0,0.0,,0.72,16,7.9792786084126215,0.17006802721088435,-5.628737210673782,0.006802721088435374,0.39888828341072047,0.7262488336272753,60531.93346507848,78.70699610684115,0.026154158871404386,1712.8873001083396,147.0,"[157.51104138 145.69472887 127.64520212 160.76383141 115.11860623
 101.82115351]",[50.405361  17.830547  -2.6024285 30.7223685 35.335787  14.063289 ],[192.585571   26.314367   25.4393775  22.658198   32.468381   63.660625 ],"[  2.38502547  11.86004394 -10.92211138   4.35386937  -0.30541576
  18.5974584 ]","[176.37290424 468.99853494  61.00830323 306.5870667  445.42921811
   0.        ]"
5214,71498812,163.476562,-27.111859999999997,273.024162,28.847624,0,0.1491,0.1641,0.0185,39.4796,0.062,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.]
5215,71503431,183.515625,-2.537361,284.577645,58.996039,0,0.2571,0.2295,0.9751,40.2917,0.026000000000000002,42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.]
5216,71521763,274.870117,-46.768478,347.36540099999996,-14.329559,0,0.1891,0.1791,0.0156,39.6892,0.076,42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.]
5217,71565997,171.210938,2.238686,259.452281,57.606919999999995,0,0.2951,0.3467,0.0213,41.3198,0.024,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.]
5218,71620283,341.19140600000003,-39.065495,0.444787,-61.102543999999995,0,0.2929,0.3487,0.0802,41.3344,0.011000000000000001,67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.]
5219,71627745,286.875,-16.179399,20.151003,-10.772658999999999,0,0.462,0.4981,0.1204,42.2513,0.138,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.]
5220,71694096,27.597656,-20.105511,188.570651,-74.796423,0,0.1061,0.0944,0.0123,38.1831,0.01,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.]
5221,71717228,195.644531,-20.423614999999998,306.465557,42.371685,0,1.3294,1.2769,0.0656,44.757,0.08800000000000001,95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.]
5222,71740669,60.117188,-19.946699,213.98617000000002,-46.332396,0,0.3932,0.3933,0.0101,41.6414,0.040999999999999995,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.]
5223,71765133,235.019531,-34.590576,338.124502,16.513337,0,0.0,0.0,0.0,,0.8270000000000001,65,11.903322121676615,0.025210084033613446,-2.083093996391437,0.0,0.12582763647160514,0.11696728097624706,60045.29577759784,1.3136270104366252,1.177090113544913,211.03059720201037,119.0,"[251.9686038   25.41908075  18.63265046  84.20749566 102.24521824
  87.82644364]",[93.213371  19.180484  -0.52424   -4.2796625  3.891534   5.671696 ],[246.627289   38.605173   22.686134   25.4710515  41.429733   81.2719575],[90.79810454 13.98457435 -0.79684474 -6.30918166 11.94286125 10.87968183],"[2.40787337e+04 5.28732682e+05 1.17906454e+03 7.50615137e+04
 2.75169854e+02 0.00000000e+00]"
5224,71816360,171.5625,-40.033035,285.720773,19.974570999999997,0,0.171,0.1627,0.0056,39.4599,0.111,42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.]
5225,71819477,103.359375,-23.480535999999997,234.26811800000002,-10.053002000000001,0,0.0,0.0,0.0,,0.141,92,76.50236098623769,0.4513888888888889,-1.5954351529495483,0.0,1.736557506958148,0.6329040308762061,60474.06769628778,1.2909585747955523,-37.942500178352674,149190.7059249314,144.0,"[ 206.91720067 1753.45154663 1224.7672685  1239.16043326  876.38587236
  942.05155212]","[ -31.07486   -548.209106  -482.111359  -233.0008495  631.1888735
    6.9156545]",[26.5859165 27.125332  20.29335   22.121853  23.0819235 47.958267 ],"[   7.80639896 -755.16564745 -192.95696448 -318.18032646  249.53521642
   92.48294496]","[  96139.54848794 3092465.36417134  139173.60482858 1360573.44750975
  170767.13959345   22173.46606757]"
5226,71829905,5.097656,-23.969482,55.498523999999996,-82.319969,0,0.426,0.4408,0.0192,41.9343,0.013999999999999999,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.]
5227,71843921,339.78515600000003,-19.78805,39.402313,-58.88256,0,0.3531,0.2969,0.2976,40.9296,0.024,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.]
5228,71856115,269.44671600000004,-44.20153,347.974081,-9.782322,0,0.2493,0.265,0.1023,40.6462,0.18899999999999997,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.]
5229,71878650,90.175781,-6.279287999999999,212.803323,-14.129498000000002,0,0.0,0.0,0.0,,0.341,16,2.9761804671568144,0.0,-37.48844998179477,0.08053691275167785,7.590192593664593,0.08527296311967661,59930.845143591076,126.0577293098434,0.0011049365829560853,5566.655574700067,149.0,"[ 52.15349114  21.41992253 202.95423868 179.92693999 357.32250759
 155.9086942 ]",[-14.3265165 -10.876171   -1.7750425  -5.006218   -5.614465   13.000304 ],[57.518057  21.790569  17.7106645 15.562113  25.306414  42.625137 ],"[ -1.88663864 -21.68662272 -19.65018915  -5.3841925  -90.61051302
   5.87720387]","[  0.          12.91894967  17.70163792   0.         115.64148844
   0.        ]"
5230,71928039,212.695312,-10.351558,332.773754,47.869865999999995,0,0.4907,0.3892,0.9458,41.6142,0.045,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.]
5231,71996356,291.97265600000003,-37.544327,1.149304,-22.931511999999998,0,0.0,0.0,0.0,,0.27699999999999997,16,3.0132308228564724,0.008,-43.286633616430926,0.04,0.8681226345628955,0.027928194985991257,60554.04449020278,302.9976026966923,-0.02508401105150692,3068.319955048687,125.0,"[ 89.25346355 495.95949738 781.2044491   38.89037337 585.81193051
  50.99021706]",[27.9698345 -2.798667   7.988347  -5.7720415 -5.7005     3.920762 ],[77.5712435 43.62941   39.417984  36.2543755 47.449825  51.981661 ],"[-20.00141159 -74.68669065 -31.64177645  -5.55691744 -33.05614828
   5.21919014]",[55.50615866 75.61168642 53.75285617  0.         51.63470574 10.02501475]
5232,72009300,37.202969,-52.416012,273.84213700000004,-58.86059300000001,0,0.1565,0.149,0.0332,39.2496,0.027000000000000003,42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.]
5233,72040403,68.582886,-55.299438,264.15176099999996,-41.317145000000004,0,0.1202,0.1174,0.4578,38.6883,0.01,42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.]
5234,72049251,73.828125,-11.872187,210.692961,-31.095832,0,0.0,0.0,0.0,,0.145,65,8.9983734919128,0.013513513513513514,-1.911014878430108,0.0,14.0193732618714,0.10627712895743363,59813.4559611482,0.4566714560743639,285.01658155363225,161.78209775831806,148.0,[46.68918215  2.99982614  5.51809671 14.32468736 15.74316652 35.36460597],[ 7.724029 -2.35462  -1.873782  1.238411 -0.830463 -6.471813],[17.584654   4.012176   4.675449   8.7616    16.9417965 37.443882 ],[ 3.95920721 -1.47174024 -0.82823803  4.25729814  1.67006066 -0.22230226],"[21210.53013765     0.           132.61785739     0.
     0.             0.        ]"
5235,72058012,322.20703100000003,-39.450893,3.110512,-46.506624,0,0.0,0.0,0.0,,0.027999999999999997,16,2.390021988879594,0.0,-44.95876018687715,0.04065040650406504,1.0161654184934874,0.12753128974145328,64214.65723096981,102.87732578483846,0.9818130168549899,3235.1984336644186,123.0,[12.80648717 62.86711358  4.55831879 52.79399323 33.66510449 39.10249102],[-5.223735  -0.513038  -0.184582  -2.5128555 -3.798313  11.703352 ],[12.302615   5.097443   5.2959275  6.095627  11.97506   30.489876 ],"[-3.19272762e+00 -1.54184691e+02 -1.57344575e+00 -2.04812304e+01
 -1.53343125e-01 -3.55022644e+01]","[       0.         91162440.98699406   191095.8806069   8952004.18037877
        0.         31096601.02818874]"
5236,72065768,298.828125,-11.567418,29.555903999999998,-19.348129,0,0.0,0.0,0.0,,0.146,65,6.770719865307331,0.025,-2.796911521907779,0.0,1.6605679205773267,0.2434898669432022,60439.51070139944,71.97262573544536,0.021458935008962468,203.03486137835273,120.0,[11.80401385  9.86156222 10.5617479  13.77685538 15.58083355 47.46860422],[  4.515334    1.7929415  -0.076309    0.2794115   2.142351  -15.455397 ],[14.45464    3.8565055  5.46369   10.687051  20.178438  49.374565 ],[ 0.74253884  3.59701306 -1.07459051  0.72810889  1.86262729 -7.79323241],[22.86895954  0.         12.07023042  3.04965236 15.67936666  0.        ]
5237,72074395,107.050781,-3.2843690000000003,217.76908500000002,2.2245220000000003,0,0.0,0.0,0.0,,0.285,6,4.121512125204908,0.0072992700729927005,-2.139829581157197,0.0,0.03388850168648102,0.2794145140907633,59600.317817814874,13.722858637493628,0.6488027856511587,121.26094625586448,137.0,[26.41343207  8.77126202 15.21848872 30.52261345 48.70697319 90.1816401 ],"[-6.80462000e-01 -3.39718930e+01 -1.37112008e+02 -3.23438187e+02
 -5.75844177e+02 -8.03602814e+02]",[26.387033   9.217938  15.15519   22.8550655 37.314022  86.0744095],"[  -4.16092159  -36.9758179  -132.40838678 -326.26907119 -579.97966189
 -813.35078603]","[0.00000000e+00 1.48864163e+06 0.00000000e+00 2.06277748e+02
 1.33866878e+02 1.26491443e+02]"
5238,72074915,26.71875,-8.536388,160.704019,-67.248449,0,0.0,0.0,0.0,,0.027999999999999997,16,2.743070578492775,0.0,-99.25688011086194,0.04580152671755725,13.492059181244878,0.07026679231795552,59026.81894071835,2.2118064548835723,1.2859920729289014,23698.68817554313,131.0,"[ 35.26123591 774.801943    17.39263832 411.68733312 139.35349904
  39.7421755 ]",[-6.9963285  3.035825   0.1089865  6.796549   4.5139215  1.886609 ],[30.3516095 16.813251  16.441923  15.819598  18.6624375 32.806778 ],"[   3.21611233 -106.25416062   -5.57173211 -176.75931574   -2.50993499
   -0.57444097]","[0.00000000e+00 2.90210852e+11 9.89193209e+10 6.66983236e+11
 0.00000000e+00 3.48576462e+10]"
5239,72088856,96.855469,1.193748,209.121322,-4.793866,0,0.1576,0.1651,0.0161,39.4943,0.7120000000000001,67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.]
5240,72095866,192.480469,-4.7801919999999996,302.217394,58.089452,0,0.2155,0.2704,0.0207,40.696,0.031,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.]
5241,72101996,191.35321000000002,-49.31284,301.92190800000003,13.547091,0,0.3969,0.2783,0.2854,40.7677,0.107,52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.]
5242,72123526,166.289062,-3.1349270000000002,258.519657,50.341719,0,0.0,0.0,0.0,,0.051,65,18.9662802884918,0.06542056074766354,-2.998837946640543,0.0,9.707925140393238,0.15244274970107574,59624.480103940354,0.07967085809248296,0.5903826721524728,396.68530648246036,107.0,[15.52983345  1.82297111 25.4977489   7.4960447  24.21551063 32.93781979],[-8.508714  -9.2211745 -8.601096  -8.530674  -2.214236  -8.9930835],[ 9.844164   2.6492585  4.237401   6.9052405 14.552508  34.95442  ],[-6.88417227 -9.53037326 -5.35617941 -6.25841321 -3.07798738 -7.20859678],"[3.71796157e+10 2.12226159e+11 5.00005504e+14 2.28868208e+10
 1.45701838e+07 1.18044561e+11]"
5243,72147416,14.0625,-1.342993,125.695029,-64.188921,0,0.0488,0.0693,0.015,37.4719,0.032,42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.]
5244,72147688,333.236847,-54.724628,338.046805,-50.188336,0,0.3967,0.4066,0.0178,41.7262,0.016,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.]
5245,72162556,71.503067,-59.867073,269.550706,-38.818144000000004,0,0.3131,0.3482,0.0432,41.3308,0.026000000000000002,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.]
5246,72208309,166.113281,-9.291553,263.7828,45.29329,0,0.6723,0.736,0.0381,43.2803,0.043,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.]
5247,72221625,145.019531,-34.228867,263.813878,13.733585999999999,0,0.0759,0.0755,0.0172,37.6698,0.11699999999999999,62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.]
5248,72242636,7.3828119999999995,-35.869246999999994,329.649893,-80.094629,0,0.0,0.0,0.0,,0.008,16,4.673445819520008,0.03546099290780142,-3.9945331281343748,0.028368794326241134,1.5513584427979443,0.5856981975382629,59885.38435835877,0.8104059504933279,3023.645160551806,1221.453383700617,141.0,[10.03484536 26.48005863 44.75854553 26.17484821 21.52737741 36.16730571],[-3.398842  10.839043   1.1879795 -3.8006265  2.917349  -3.535602 ],[14.293816   7.611452   8.1643045  8.803992  12.654219  29.708649 ],"[ -1.21941471 -16.46868545 -17.31649308 -10.47826104   1.01137812
  -1.81588858]","[   0.         2886.63901675  609.93958938  366.34536221   50.59473929
    0.        ]"
5249,72255258,127.441406,-26.944359000000002,248.15639700000003,7.089664,0,0.0,0.0,0.0,,0.1,16,4.32713079878383,0.013422818791946308,-66.92331317200937,0.12751677852348994,0.19148364778275734,0.3426322672091713,60461.35220788611,253.69246482179256,-2.4847429606281937,19445.053036683323,149.0,"[ 19.63978834  97.48911372 149.43275589 134.45564214 132.91210985
  55.02638338]",[  2.870828  120.334118  171.054733  144.8738175 109.6917875  37.033695 ],[11.783841   5.882641   6.837929   9.6065785 13.7067405 33.204067 ],"[ -1.42878926 115.4185845  -40.99689105  89.33368913 -13.7936097
  19.02255437]","[ 10.76113336   0.         245.51443154  44.65023632 149.15419948
  24.1492024 ]"
5250,72262779,245.742188,-34.048595,345.224342,10.93448,0,0.0,0.0,0.0,,0.519,16,3.109578731111556,0.008264462809917356,-7.981233190826946,0.05785123966942149,2.3114130232783943,0.2615447475050924,60469.30440660723,27.12607310899353,6.313356068680077,386.9478978584036,121.0,"[197.99593508  36.18467337  19.82834298  57.41530107  89.22024614
  45.785775  ]",[ -4.448647    3.495107   -9.085987  -12.5572155  -5.505356  -25.135327 ],[77.688576  21.2459465 16.053257  16.562497  27.491528  49.495634 ],"[-19.96371892  -5.37592708  -2.54366092 -43.94174845 -17.41233166
 -23.76029025]",[ 0.         23.07617844  0.         83.53630447  0.          0.        ]
5251,72273047,102.480469,-14.785929999999999,225.988038,-7.011185,0,0.0,0.0,0.0,,0.469,16,8.009925508589385,0.21232876712328766,-7.646547473854735,0.17123287671232876,4.141645284401448,0.48434785919758,59625.0729927792,58.34056637368206,0.035137022005697474,27536.914779047464,146.0,"[ 124.81497256 1597.68410696 2077.24600866 1422.48744309 1251.38999195
  486.40955045]","[  16.531689  1218.1552125 1337.347168  1100.214478   748.893372
  347.869843 ]",[ 77.772438  128.6073035 103.750969   62.570503   47.358883   54.591576 ],"[  6.20665652 193.45065045 759.60550221 516.84392154 190.74281813
 137.71807119]","[   375.7074434  165161.78487919      0.              0.
   1109.95442809      0.        ]"
5252,72283619,289.335938,-38.873585,359.098073,-21.366435,0,0.0253,0.0463,0.0151,36.5614,0.25,42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.]
5253,72341756,105.82031200000002,-34.048595,244.969923,-12.545434,0,0.7084,0.7071,0.0195,43.1735,0.13,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.]
5254,72361403,65.742188,-25.447729000000002,223.470391,-42.912887,0,0.2084,0.1978,1.1231,39.9296,0.042,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.]
5255,72364882,181.230469,-28.630989000000003,290.734081,33.136594,0,0.3398,0.3512,0.0376,41.3529,0.055999999999999994,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.]
5256,72391044,225.703125,-5.5292650000000005,352.064866,44.452020000000005,0,0.0,0.0,0.0,,0.07200000000000001,16,24.38540075921025,0.19791666666666666,-2.5577298899497154,0.0,6.745260453430792,0.8506908389702309,59857.89848454285,0.024529962294408195,0.9471996690333743,3342.9397543344244,96.0,[16.15372363 44.33025317 57.99863755 43.79785827 31.49065615 43.99628953],[  7.972943    2.270479  -27.7776805  40.9345415  -3.383668    4.079818 ],[11.3581415  4.978269   6.013188   6.789658  14.658863  24.608797 ],"[  2.28475919 -22.91370933  -5.71810428  17.52142393  -8.89536214
   6.72239067]","[5.47821840e+14 3.70156013e+16 0.00000000e+00 1.16509233e+16
 0.00000000e+00 0.00000000e+00]"
5257,72568232,67.5,-20.264481,217.46861,-39.873371,0,0.5376,0.516,0.0342,42.3431,0.03,88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.]
5258,72587600,16.875,-10.04835,136.191898,-72.505306,0,0.1182,0.1144,0.7903,38.6278,0.031,42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.]
5259,72601841,147.65625,-9.745426,246.68146800000002,32.741294,0,0.3627,0.493,0.3026,42.2245,0.039,52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.]
5260,72639559,39.902344,-12.635625,188.493162,-60.836312,0,0.1342,0.1403,0.0229,39.107,0.024,42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.]
5261,72687467,356.600006,-47.945496,329.9619,-65.626553,0,0.1477,0.1478,0.0108,39.2311,0.009000000000000001,52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.]
5262,72695878,3.164062,2.537361,103.925089,-58.895823,0,0.4647,0.5393,0.2717,42.4588,0.024,88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.]
5263,72722865,202.851562,-26.443334999999998,313.943261,35.572368,0,0.3595,0.369,0.2735,41.4787,0.054000000000000006,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.]
